Number of static obstacles,Number of dynamic obstacles,Minimum distance from obstacle,Average distance between obstacles,Largest free angle,Area,Run number,Robot position,Obs pos,Dyn obs pos,Is stuck
12,1,1,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(23, 25)]",FALSE
12,1,1,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(23, 25)]",FALSE
12,1,1,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(22, 24)]",FALSE
12,1,1,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(22, 24)]",FALSE
12,1,2.236067977,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(21, 23)]",FALSE
12,1,2.236067977,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(21, 23)]",FALSE
12,1,3.16227766,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(20, 23)]",FALSE
12,1,3.16227766,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(20, 23)]",FALSE
12,1,4.123105626,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(19, 23)]",FALSE
12,1,4.123105626,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]","[(19, 23)]",FALSE
12,0,0,0,0,A to B,5,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]",[],FALSE
14,0,0,0,0,A to B,5,"(24, 25)","[(21, 29), (25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,A to B,5,"(25, 26)","[(21, 29), (25, 21), (25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(26, 27)","[(25, 23), (26, 22), (26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(27, 27)","[(25, 23), (26, 23), (27, 22), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,5,"(29, 27)","[(26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,5,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,5,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,5,"(32, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(32, 23)","[(27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,A to B,5,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,1,3.605551275,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 18)]",FALSE
8,1,3.605551275,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 18)]",FALSE
8,1,2.828427125,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 19)]",FALSE
8,1,2.828427125,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 19)]",FALSE
8,1,2.236067977,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 20)]",FALSE
8,1,2.236067977,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 20)]",FALSE
8,1,2,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 21)]",FALSE
8,2,2,4,296.5650512,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 21), (34, 25)]",FALSE
8,2,2.236067977,3,323.1301024,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 22), (34, 25)]",FALSE
8,2,2.236067977,2,330.2551187,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 22), (34, 24)]",FALSE
8,2,2.828427125,1,348.6900675,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 23), (34, 24)]",FALSE
8,1,2.828427125,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 23)]",FALSE
8,1,3.605551275,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 24)]",FALSE
8,2,2.236067977,2,330.2551187,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 22), (34, 24)]",FALSE
8,2,2.236067977,3,323.1301024,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 22), (34, 25)]",FALSE
8,2,2,4,296.5650512,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 21), (34, 25)]",FALSE
8,1,2,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 21)]",FALSE
8,1,2.236067977,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 20)]",FALSE
8,1,2.236067977,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 20)]",FALSE
8,1,2.828427125,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 19)]",FALSE
8,1,2.828427125,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 19)]",FALSE
8,1,3.605551275,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 18)]",FALSE
8,1,3.605551275,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 18)]",FALSE
8,1,4.472135955,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 17)]",FALSE
8,1,4.472135955,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 17)]",FALSE
8,0,0,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],FALSE
8,1,4.472135955,0,0,A to B,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(34, 16)]",FALSE
8,0,0,0,0,A to B,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],FALSE
8,1,4.472135955,0,0,B to C,5,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(34, 15)]",FALSE
8,0,0,0,0,B to C,5,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],FALSE
8,0,0,0,0,B to C,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
16,0,0,0,0,B to C,5,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
14,0,0,0,0,B to C,5,"(31, 22)","[(26, 22), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,B to C,5,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
9,0,0,0,0,B to C,5,"(31, 24)","[(27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to C,5,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,5,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,5,"(31, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,5,"(30, 28)","[(28, 24), (28, 25)]",[],TRUE
1,1,3.16227766,0,0,B to C,5,"(29, 29)","[(28, 25)]","[(26, 30)]",FALSE
1,2,3.16227766,4.242640687,288.4349488,B to C,5,"(29, 29)","[(28, 25)]","[(26, 30), (29, 33)]",FALSE
1,2,2.828427125,2.828427125,315,B to C,5,"(29, 29)","[(28, 25)]","[(27, 31), (29, 33)]",FALSE
1,2,2.828427125,1.414213562,333.4349488,B to C,5,"(29, 29)","[(28, 25)]","[(27, 31), (28, 32)]",FALSE
1,1,3.16227766,0,0,B to C,5,"(29, 29)","[(28, 25)]","[(28, 32)]",FALSE
1,2,2.828427125,1.414213562,333.4349488,B to C,5,"(29, 29)","[(28, 25)]","[(27, 31), (28, 32)]",FALSE
1,2,2.828427125,2.828427125,315,B to C,5,"(29, 29)","[(28, 25)]","[(27, 31), (29, 33)]",FALSE
1,2,3.16227766,4.242640687,288.4349488,B to C,5,"(29, 29)","[(28, 25)]","[(26, 30), (29, 33)]",FALSE
1,1,3.16227766,0,0,B to C,5,"(29, 29)","[(28, 25)]","[(26, 30)]",FALSE
1,1,4,0,0,B to C,5,"(29, 29)","[(28, 25)]","[(25, 29)]",FALSE
1,1,4,0,0,B to C,5,"(29, 29)","[(28, 25)]","[(25, 29)]",FALSE
1,0,0,0,0,B to C,5,"(29, 29)","[(28, 25)]",[],FALSE
1,2,4.472135955,8.485281374,143.1301024,B to C,5,"(28, 30)","[(28, 25)]","[(24, 28), (30, 34)]",FALSE
1,2,4.472135955,9.219544457,153.4349488,B to C,5,"(28, 30)","[(28, 25)]","[(24, 27), (30, 34)]",FALSE
1,2,4.123105626,8.602325267,140.9061411,B to C,5,"(28, 30)","[(28, 25)]","[(24, 27), (29, 34)]",FALSE
1,1,4.123105626,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(29, 34)]",FALSE
1,2,4,7.615773106,135,B to C,5,"(28, 30)","[(28, 25)]","[(25, 27), (28, 34)]",FALSE
1,2,4,7.615773106,135,B to C,5,"(28, 30)","[(28, 25)]","[(25, 27), (28, 34)]",FALSE
1,2,2.828427125,6.08276253,120.9637565,B to C,5,"(28, 30)","[(28, 25)]","[(26, 28), (27, 34)]",FALSE
1,2,2.828427125,6.08276253,120.9637565,B to C,5,"(28, 30)","[(28, 25)]","[(26, 28), (27, 34)]",FALSE
1,2,1.414213562,5.099019514,108.4349488,B to C,5,"(28, 30)","[(28, 25)]","[(26, 34), (27, 29)]",FALSE
1,2,1.414213562,5.099019514,108.4349488,B to C,5,"(28, 30)","[(28, 25)]","[(26, 34), (27, 29)]",FALSE
1,1,0,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(28, 30)]",FALSE
1,1,0,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(28, 30)]",FALSE
1,2,1.414213562,5.830951895,161.5650512,B to C,5,"(28, 30)","[(28, 25)]","[(24, 28), (29, 31)]",FALSE
1,2,1.414213562,5.830951895,161.5650512,B to C,5,"(28, 30)","[(28, 25)]","[(24, 28), (29, 31)]",FALSE
1,2,2.828427125,5.830951895,153.4349488,B to C,5,"(28, 30)","[(28, 25)]","[(25, 29), (30, 32)]",FALSE
1,2,2.828427125,5.830951895,153.4349488,B to C,5,"(28, 30)","[(28, 25)]","[(25, 29), (30, 32)]",FALSE
1,2,2,5.830951895,225,B to C,5,"(28, 30)","[(28, 25)]","[(26, 30), (31, 33)]",FALSE
1,2,2,5.830951895,225,B to C,5,"(28, 30)","[(28, 25)]","[(26, 30), (31, 33)]",FALSE
1,1,1.414213562,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(27, 31)]",FALSE
1,1,1.414213562,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(27, 31)]",FALSE
1,1,2,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(28, 32)]",FALSE
1,1,2,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(28, 32)]",FALSE
1,1,3.16227766,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(29, 33)]",FALSE
1,1,3.16227766,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(29, 33)]",FALSE
1,1,4.472135955,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(30, 34)]",FALSE
1,1,4.472135955,0,0,B to C,5,"(28, 30)","[(28, 25)]","[(30, 34)]",FALSE
1,0,0,0,0,B to C,5,"(28, 30)","[(28, 25)]",[],FALSE
0,0,0,0,0,B to C,5,"(27, 31)",[],[],TRUE
2,0,0,0,0,B to C,5,"(26, 32)","[(21, 32), (28, 36)]",[],TRUE
8,0,0,0,0,B to C,5,"(25, 33)","[(20, 33), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (28, 36), (28, 37)]",[],TRUE
12,0,0,0,0,B to C,5,"(24, 34)","[(19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (28, 36), (28, 37)]",[],TRUE
11,0,0,0,0,B to C,5,"(23, 35)","[(19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
11,0,0,0,0,B to C,5,"(22, 36)","[(18, 33), (18, 34), (19, 32), (19, 33), (19, 34), (20, 32), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]",[],TRUE
10,0,0,0,0,B to C,5,"(21, 37)","[(17, 34), (18, 33), (18, 34), (19, 33), (19, 34), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]",[],TRUE
6,0,0,0,0,B to C,5,"(20, 38)","[(17, 34), (18, 34), (19, 34), (20, 33), (20, 34), (21, 34)]",[],TRUE
1,1,0,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(20, 44)]",FALSE
1,1,0,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(20, 44)]",FALSE
1,1,4.123105626,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(21, 43)]",FALSE
1,1,4.123105626,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(21, 43)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(22, 42)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(22, 42)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(23, 41)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(23, 41)]",FALSE
1,1,4.123105626,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(24, 40)]",FALSE
1,1,4.123105626,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(24, 40)]",FALSE
1,1,0,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(25, 39)]",FALSE
1,2,0,3.16227766,323.1301024,B to C,5,"(20, 39)","[(20, 34)]","[(24, 36), (25, 39)]",FALSE
1,1,0,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(24, 36)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(23, 37)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(23, 37)]",FALSE
1,1,2.236067977,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(22, 38)]",FALSE
1,1,2.236067977,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(22, 38)]",FALSE
1,1,1,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(21, 39)]",FALSE
1,1,1,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(21, 39)]",FALSE
1,1,1,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(20, 40)]",FALSE
1,1,1,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(20, 40)]",FALSE
1,1,2.236067977,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(19, 41)]",FALSE
1,1,2.236067977,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(19, 41)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(18, 42)]",FALSE
1,1,3.605551275,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(18, 42)]",FALSE
1,1,4.472135955,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(18, 43)]",FALSE
1,1,4.472135955,0,0,B to C,5,"(20, 39)","[(20, 34)]","[(18, 43)]",FALSE
1,0,0,0,0,B to C,5,"(20, 39)","[(20, 34)]",[],FALSE
0,1,4.472135955,0,0,B to C,5,"(20, 40)",[],"[(18, 44)]",FALSE
0,0,0,0,0,B to C,5,"(20, 40)",[],[],FALSE
0,1,3.16227766,0,0,B to C,5,"(19, 41)",[],"[(18, 44)]",FALSE
0,1,3.16227766,0,0,B to C,5,"(19, 41)",[],"[(18, 44)]",FALSE
0,1,2,0,0,B to C,5,"(19, 41)",[],"[(19, 43)]",FALSE
0,1,2,0,0,B to C,5,"(19, 41)",[],"[(19, 43)]",FALSE
0,1,1.414213562,0,0,B to C,5,"(19, 41)",[],"[(20, 42)]",FALSE
0,1,1.414213562,0,0,B to C,5,"(19, 41)",[],"[(20, 42)]",FALSE
0,1,2,0,0,B to C,5,"(19, 41)",[],"[(21, 41)]",FALSE
0,1,2,0,0,B to C,5,"(19, 41)",[],"[(21, 41)]",FALSE
0,1,3.16227766,0,0,B to C,5,"(19, 41)",[],"[(22, 40)]",FALSE
0,1,3.16227766,0,0,B to C,5,"(19, 41)",[],"[(22, 40)]",FALSE
0,1,3.605551275,0,0,B to C,5,"(19, 41)",[],"[(22, 39)]",FALSE
0,1,3.605551275,0,0,B to C,5,"(19, 41)",[],"[(22, 39)]",FALSE
0,1,4.242640687,0,0,B to C,5,"(19, 41)",[],"[(22, 38)]",FALSE
0,1,4.242640687,0,0,B to C,5,"(19, 41)",[],"[(22, 38)]",FALSE
0,0,0,0,0,B to C,5,"(19, 41)",[],[],FALSE
1,0,0,0,0,B to C,5,"(18, 42)","[(13, 42)]",[],TRUE
5,0,0,0,0,B to C,5,"(17, 43)","[(12, 43), (13, 40), (13, 41), (13, 42), (13, 43)]",[],TRUE
3,0,0,0,0,B to C,5,"(17, 44)","[(13, 41), (13, 42), (13, 43)]",[],TRUE
2,0,0,0,0,C to B,5,"(17, 45)","[(13, 42), (13, 43)]",[],TRUE
0,0,0,0,0,C to B,5,"(18, 44)",[],[],TRUE
0,0,0,0,0,C to B,5,"(19, 43)",[],[],TRUE
0,1,4.472135955,0,0,C to B,5,"(20, 42)",[],"[(22, 38)]",FALSE
0,1,4.472135955,0,0,C to B,5,"(20, 42)",[],"[(22, 38)]",FALSE
0,1,3.16227766,0,0,C to B,5,"(20, 42)",[],"[(21, 39)]",FALSE
0,1,3.16227766,0,0,C to B,5,"(20, 42)",[],"[(21, 39)]",FALSE
0,1,2,0,0,C to B,5,"(20, 42)",[],"[(20, 40)]",FALSE
0,1,2,0,0,C to B,5,"(20, 42)",[],"[(20, 40)]",FALSE
0,1,1,0,0,C to B,5,"(20, 42)",[],"[(20, 41)]",FALSE
0,1,1,0,0,C to B,5,"(20, 42)",[],"[(20, 41)]",FALSE
0,1,0,0,0,C to B,5,"(20, 42)",[],"[(20, 42)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(19, 41)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(19, 41)]",FALSE
0,1,2.236067977,0,0,C to B,5,"(20, 42)",[],"[(18, 41)]",FALSE
0,1,2.236067977,0,0,C to B,5,"(20, 42)",[],"[(18, 41)]",FALSE
0,1,3.16227766,0,0,C to B,5,"(20, 42)",[],"[(17, 41)]",FALSE
0,2,4.123105626,5.385164807,282.5288077,C to B,5,"(20, 42)",[],"[(16, 40), (21, 38)]",FALSE
0,2,4.123105626,5.385164807,282.5288077,C to B,5,"(20, 42)",[],"[(16, 40), (21, 38)]",FALSE
0,2,3.16227766,5,288.4349488,C to B,5,"(20, 42)",[],"[(16, 39), (21, 39)]",FALSE
0,2,3.16227766,5,288.4349488,C to B,5,"(20, 42)",[],"[(16, 39), (21, 39)]",FALSE
0,1,2.236067977,0,0,C to B,5,"(20, 42)",[],"[(21, 40)]",FALSE
0,1,2.236067977,0,0,C to B,5,"(20, 42)",[],"[(21, 40)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(21, 41)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(21, 41)]",FALSE
0,1,0,0,0,C to B,5,"(20, 42)",[],"[(20, 42)]",FALSE
0,1,0,0,0,C to B,5,"(20, 42)",[],"[(20, 42)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(19, 43)]",FALSE
0,2,1.414213562,5.830951895,161.5650512,C to B,5,"(20, 42)",[],"[(19, 43), (22, 38)]",FALSE
0,2,2.828427125,7.211102551,161.5650512,C to B,5,"(20, 42)",[],"[(18, 44), (22, 38)]",FALSE
0,2,2.828427125,5.830951895,153.4349488,C to B,5,"(20, 42)",[],"[(18, 44), (21, 39)]",FALSE
0,2,3.16227766,6.708203932,164.7448813,C to B,5,"(20, 42)",[],"[(18, 45), (21, 39)]",FALSE
0,2,2,5.385164807,146.3099325,C to B,5,"(20, 42)",[],"[(18, 45), (20, 40)]",FALSE
0,2,2,6.32455532,153.4349488,C to B,5,"(20, 42)",[],"[(18, 46), (20, 40)]",FALSE
0,2,1.414213562,4,116.5650512,C to B,5,"(20, 42)",[],"[(19, 41), (19, 45)]",FALSE
0,2,1.414213562,4,116.5650512,C to B,5,"(20, 42)",[],"[(19, 41), (19, 45)]",FALSE
0,2,2,2.236067977,296.5650512,C to B,5,"(20, 42)",[],"[(18, 42), (19, 44)]",FALSE
0,2,2,2.236067977,296.5650512,C to B,5,"(20, 42)",[],"[(18, 42), (19, 44)]",FALSE
0,2,1.414213562,2,333.4349488,C to B,5,"(20, 42)",[],"[(17, 43), (19, 43)]",FALSE
0,2,1.414213562,2,333.4349488,C to B,5,"(20, 42)",[],"[(17, 43), (19, 43)]",FALSE
0,2,0,4.472135955,206.5650512,C to B,5,"(20, 42)",[],"[(16, 44), (20, 42)]",FALSE
0,2,0,4.472135955,206.5650512,C to B,5,"(20, 42)",[],"[(16, 44), (20, 42)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(21, 41)]",FALSE
0,1,1.414213562,0,0,C to B,5,"(20, 42)",[],"[(21, 41)]",FALSE
0,1,2.828427125,0,0,C to B,5,"(20, 42)",[],"[(22, 40)]",FALSE
0,1,2.828427125,0,0,C to B,5,"(20, 42)",[],"[(22, 40)]",FALSE
0,1,4.242640687,0,0,C to B,5,"(20, 42)",[],"[(23, 39)]",FALSE
0,1,4.242640687,0,0,C to B,5,"(20, 42)",[],"[(23, 39)]",FALSE
0,0,0,0,0,C to B,5,"(20, 42)",[],[],FALSE
0,1,4.242640687,0,0,C to B,5,"(21, 41)",[],"[(24, 38)]",FALSE
0,0,0,0,0,C to B,5,"(21, 41)",[],[],FALSE
2,1,4.242640687,0,0,C to B,5,"(22, 40)","[(26, 42), (26, 43)]","[(25, 37)]",FALSE
2,1,0,0,0,C to B,5,"(22, 40)","[(26, 42), (26, 43)]","[(25, 36)]",FALSE
2,1,0,0,0,C to B,5,"(22, 40)","[(26, 42), (26, 43)]","[(25, 36)]",FALSE
2,0,0,0,0,C to B,5,"(22, 40)","[(26, 42), (26, 43)]",[],FALSE
4,1,4.472135955,0,0,C to B,5,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]","[(25, 35)]",FALSE
4,0,0,0,0,C to B,5,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],FALSE
9,1,4.472135955,0,0,C to B,5,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(26, 34)]",FALSE
9,1,0,0,0,C to B,5,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(27, 34)]",FALSE
